SN,Village,Gender,R_2_HH,HH_Size,Age,Ethnicity,Decisions,P_Decisions,Education,Experience,Owning_Livestock,Livestock_No,Livestock_value,Fodder_Exp,Veterinary_Exp,Enclosure_Exp,Hired_Lbr_Exp,Revenue,Land_Own,Land_Size,Land_Use,Cattle,Sheep,Chicken,Pigs,Dairy_Cattle,Dairy_Cattle_No,Grazing_location,Transport2Grazing,Travel_Time,Aquire_Grazig,Grazing_land_source,Grazing_land_purchase_cost,Rent_previous_season,Rented_years,LeasedGrazingExternal,Land_rent_income,Estmtd_rental_income,LandMoistureLevel,Land_fertility,GrazingWaterSource,irrigation_sources,Vet_distance_avg,Distance_to_village,OwnRadio,OwnTelevision,OwnPhone,OwnTransport,Men_labour_days,Men_labour_hours_per_day,Men_labour_workers_avg,men_labour_wage_per_day,Women_labour_days,Women_labour_hours_per_day,Women_labour_workers_avg,Women_labour_wage_per_day,Men_family_labour_days,Men_family_labour_hours_per_day,Men_family_labour_workers,Women_family_labour_days,Women_family_labour_hours_per_da,Women_family_labour_workers,Child_labour_days,Child_labour_hours_per_day,Child_labour_workers_avg,Herd_size,Rope_Qty,Feeds_Qty,Herd_Size_Exp,Rope_Exp,Cattle_feeds_exp,concentratesQty,Dairy_drugs_Qty,Improved_Breed_No,Dairy_Concrete_Exp,Dairy_Drug_Exp,Improved_breed_Exp,Hired_Labour_Exp,Production_Tools_Exp,Technology_Adoption,Cowshed_Type,Breeding_Type,Vet_Treatment_Adoption,Cleaning_activities,Vaccination_Adoption,Feed_Technology,Improved_herd_mngmt_desire,Herd_Mngmnt_Type,Information_Access,Information_Source,Extension_Participation,Extension_Type,Attitude_towards_technology,Technology_Ease_of_Use,Dairy_Technologies_Usefullness,Technology_Perceived_Cost,Leading_Companies_Favour,Important_People_Favour,Contractor_Favour,Intention_To_Adopt,Information_seeking_frequency,Decision_making_ability,Gvt_Ext_Office,Contractor,Input_Suplier,Farmer_Orgnztn,NGO,Agri_Agent_Cmnction,Info_Received,Adherence_to_advice,Land_use_advice,Planting_advice,Seed_use_advice,Fertilizer_advice,Other_advice,Extension_Exp,Milk_per_day,Milk_Days,Sold_Milk,Milk_Price,Milk_Buyer,Quality_Determiner,Home_Milk,Manure_Obtained,Sold_Manure,Manure_Price,milkproductivity,Total_Milk,Food_Exp,Meals_Per_Day,Hungry_Season_Duration,Food_Insecurity_Status,ContractFarming,YearsInContractFarming,Input_access,Market_access,Credit_access,Extension_services,Contract_Type,Copy_of_Contract,Contract_Formulation,AcresUnderContractFarming,Milk_Sale_Price,Amount_Produced,Livestock_Keeping_Area,Quality_of_Milk,Date_of_Milking,Inputs_to_be_Used,Contractor_Compliance,Contractor_Non_Compliance,Respondent_Compliance,Farmer_Non_compliance,Negotiations,Mediation,Reconciliation,Arbitration,Participation_Criteria,Private_companies,International_organizations,Local_Government_Authority,Individuals,contractors,Financial_Institution,Institution_Roles,Continue_Contract_Farming,Pay_For_Contract_Farming,Willing_To_Pay_Amount,Farmers_group,Group_size,Group_Experience,Market_System,Milk_Sale,Off_Farm_Work,Off_Farm_Work_Days,Employed_By,Received_Payment,Reason_4_Pay,Duration_4_Pay,Payment,Cultivate_Crop,Crop_Land,Maize,Beans,Sun_Flower,Crop_Production_Costs,Maize_Harvest,Beans_Haverst,Sun_Flower_Harvest,Maize_Consumption,Beans_Consumption,Sun_Flower_Consumption,Maize_Commercial,Beans_Commercial,Sun_Flower_Commercial,Maize_Revenue,Beans_Revenue,Sun_Flower_Revenue,Business_Operation,Business_Duration,Business_Type,Busiess_Cost,Business_Revenue,Availability_Dry_Fodder,Availability_Green_Fodder,Availability_Concentrates,Availability_Grazing_Land,Availability_Hired_labour,Availability_Vet_Treatment,Availability_AI,Availability_Vaccination,Availability_Rental_Land,Availability_Purchase_Land,Availability_Production_Tools,Liquidity_Dry_Fodder,Liquidity_Green_Fodder,LIquidity_Concentrates,Liquidity_Grazing_Land,Liquidity_Hired_labour,Liquidity_Vet_Treatment,Liquidity_AI,Liquidity_Vaccination,Liquidity_Rental_Land,Liquidity_Purchase_Land,Liquidity_Production_Tools,Risk_Tolerance,New_Breed_Adoption,Breed_Type,veterinary,milk_produced,Total_Milk_w,edu,lnage,lnexperience,Veterinary_Exp_w,Cattle_feeds_exp_w,lncatfeed_exp,lnVeterinary_Exp,extension1,extension,Distance_to_Town,Dairy_Cattle_No_w,AI,Vet_services,both,Hiredlbr_new,Vaccination_Adoption_01,HH_Size_w,Dairy_Concrete_Exp_w,production_tools,hiredlbr,Gender_1,Gender_2,Education_1,Education_2,Education_3,Education_4,OwnTelevision_1,OwnTelevision_2,AI_1,AI_2,Risk_Tolerance_1,Risk_Tolerance_2,Risk_Tolerance_3,extension_1,extension_2,Farmers_group_1,Farmers_group_2,ContractFarming_1,ContractFarming_2,Liquidity_Vet_Treatment_1,Liquidity_Vet_Treatment_2,Liquidity_Vet_Treatment_3,Liquidity_Vaccination1,Liquidity_Vaccination2,lnqtyfeeds,lnqtyconcrete,Land_fertility_1,Land_fertility_2,Decision_making_ability_1,Decision_making_ability_2,Decision_making_ability_3,Off_Farm_Work_1,Off_Farm_Work_2,Business_Operation_1,Business_Operation_2,vet_services,Information_seeking_frequency1,Information_seeking_frequency2,Information_seeking_frequency3,Liquidity_Vet_Treatment1,Liquidity_Vet_Treatment2,Liquidity_Vet_Treatment3,both1,both2,both3,Feeds_Qty_01,lnfeed,lnfeed1,Fodder_Exp_01,lnfodder,vetexp,vetvisits,Adherence,ATT,ATU
218,arisi,Female,Spouse,5,61,Pare,HH & HM,Yes,Primary school,35,Yes,4,3400000,720000,89000,,720000,5030000,Yes,2.5,Animal keeping,Yes,,,Yes,Yes,3,Within the village,By foot,0,Owned it already,,,,,No,,,More wet,More fertile,No,,,40.5,Yes,Yes,Yes,Yes,30,4,1,2000,,,,,,,,30,2,1,10,1,2,5,7,840,0,15000,540000,24,,3,144000,39000,50000,720000,No,Yes,,Artificial insemination,Yes,Regular cleaning,Yes,Traditional,Yes,keep cattle health,Yes,Other entrepreneurs,Yes,Training programs,Acceptable,Substantial restructuring,Advantageous,Yes,Yes,Yes,Yes,Would adopt,Frequent,High,,Yes,No,,,Several times per month,Dairy production,Always exactly,,,,,,0,26,30,5145,900,Collection center,Buyer,315,300,No,,1820,5460,1400000,Three meals,0,Not food insecure,Yes,5,,Yes,,,Verbal,,No,,,Yes,Yes,,,,No,Did not accept quality,Yes,,Yes,,,,Residence,,,,Yes,,,Market information,Yes,No,,Yes,6,Four years,Yes,Contractors,No,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,Slightly constrained,No constraints,No constraints,Severely constrained,No constraints,No constraints,No constraints,No constraints,No constraints,Somewhat constrained,Slightly constrained,No constraints,No constraints,Somewhat constrained,No constraints,No constraints,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,No constraints,Risk averse,Disagree,Improved Breed,1,0,5460,Primary education,4.1108737,3.5553482,82000,540000,13.199325,11.314474,Yes,Yes,40.5,3,Yes,Yes,both,720000,Yes,5,144000,No,Yes,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,6.7334018,3.1780539,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,840,6.7334018,6.7334018,720000,13.487006,13000,2,Neutral,3922.0251,3988.8555
219,arisi,Male,Head,4,48,Chagga,HH & HM,Yes,Primary school,23,Yes,1,950000,120000,47000,,,1940000,Yes,.75,Animal keeping,Yes,Yes,,,Yes,1,Within the village,By foot,0,Owned it already,,,,,No,,,More wet,More fertile,No,,,40,Yes,Yes,Yes,Yes,,,,,,,,,30,2,1,30,3,1,,,,2,2,300,0,0,190000,6,,1,36000,22000,25000,,5000,Yes,,Artificial insemination,Yes,Regular cleaning,Yes,Traditional,No,keep cattle health,Yes,Other entrepreneurs,No,,,,,,,,,,Less Frequent,Medium,,No,Yes,,,Once per year,Dairy production,Sometimes,,,,,,0,7,30,1200,1200,Contractor,Seller,480,90,No,,1680,1680,1200000,Three meals,0,Low food insecure,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Market,No,,,,,,,Yes,2,Yes,Yes,Yes,475000,9,1.5,4,Yes,Yes,Yes,Yes,Yes,,540000,200000,,No,,,,,Slightly constrained,No constraints,No constraints,Slightly constrained,No constraints,No constraints,No constraints,No constraints,Slightly constrained,Severely constrained,No constraints,Somewhat constrained,No constraints,Severely constrained,No constraints,No constraints,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,No constraints,Risk neutral,Agree,Improved Breed,1,0,1680,Primary education,3.871201,3.1354942,47000,190000,12.154779,10.757903,Yes,Yes,40,1,Yes,Yes,both,0,Yes,4,36000,Yes,No,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,5.7037826,1.7917595,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,300,5.7037826,5.7037826,120000,11.695247,22000,3,Agree,1245.3812,487.4986
220,arisi,Male,Head,5,51,Chagga,HH & HM,Yes,Ordinary secondary school,26,Yes,1,900000,120000,21000,,,1610000,Yes,2,Animal keeping,Yes,Yes,,,Yes,1,Within the village,By foot,0,Owned it already,,,,,No,,,More wet,More fertile,No,,,41,Yes,Yes,Yes,No,,,,,,,,,30,2,1,30,3,1,,,,2,2,370,0,10000,340000,6,,1,36000,21000,0,,No,Yes,,Natural,Yes,Regular cleaning,No,Traditional,Yes,keep cattle health,Yes,Veterinary doctors,No,,Wise,Large effort in training/advice,Improve profitability,Yes,,,,,Less Frequent,Medium,,No,No,,,,,,,,,,,,6,30,1050,1200,Neighbour,Seller,210,90,No,,1260,1260,1300000,Three meals,0,Not food insecure,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Market,Yes,70,Private sector,Yes,,Per day,40000,Yes,1,Yes,Yes,,350000,6,1,,Yes,Yes,,Yes,Yes,,270000,100000,,No,,,,,Slightly constrained,No constraints,No constraints,Slightly constrained,Slightly constrained,No constraints,No constraints,No constraints,No constraints,Severely constrained,No constraints,Slightly constrained,No constraints,Somewhat constrained,No constraints,No constraints,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,Slightly constrained,Risk seeking,Agree,Improved Breed,1,0,1260,Secondary & above education,3.9318256,3.2580965,21000,340000,12.736701,9.9522781,No,No,41,1,No,No,either,0,No,5,36000,No,No,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,5.9135032,1.7917595,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,370,5.9135032,5.9135032,120000,11.695247,21000,3,Agree,1957.9192,961.18726
221,mshiri,Male,Head,5,50,Chagga,HH + Advice from HM,Yes,Ordinary secondary school,30,Yes,2,1800000,420000,49000,,,1296000,Yes,2,Animal keeping,Yes,,,,Yes,1,Within the village,By foot,0,Owned it already,,,,,No,,,More wet,More fertile,No,,,42,Yes,Yes,Yes,No,,,,,,,,,30,2,1,30,3,1,,,,2,2,500,0,0,320,12,,1,72000,24000,25000,,No,Yes,,Artificial insemination,Yes,Regular cleaning,No,Traditional,Yes,keep cattle health,Yes,Other entrepreneurs,No,,Acceptable,Substantial restructuring,Improve profitability,Yes,,,,,Frequent,Medium,,No,Yes,,,Several times per month,Dairy production,Mostly,,,,,,0,6,30,1080,1200,Neighbour,Seller,360,120,No,,1440,1440,1200000,Three meals,0,Low food insecure,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Private buyers,No,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,Slightly constrained,No constraints,No constraints,Severely constrained,No constraints,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,Slightly constrained,Somewhat constrained,No constraints,Severely constrained,No constraints,Slightly constrained,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,No constraints,Risk seeking,Agree,Improved Breed,1,0,1440,Secondary & above education,3.9120231,3.4011974,49000,320,5.768321,10.799576,Yes,Yes,42,1,Yes,No,either,0,No,5,72000,No,No,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,6.2146082,2.4849067,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,500,6.2146082,6.2146082,420000,12.94801,24000,3,Agree,2765.9001,1346.9105
222,mshiri,Female,Spouse,2,70,Chagga,HH & HM,Yes,Primary school,50,Yes,1,750000,120000,37000,,,1602000,Yes,2.5,Animal keeping,Yes,Yes,Yes,,Yes,1,Within the village,By foot,0,Owned it already,,,,,No,,,About the same,About the same,No,,,42,Yes,No,Yes,No,,,,,,,,,30,2,1,30,3,1,,,,2,2,250,0,0,160000,4,,1,24000,12000,25000,,No,Yes,,Artificial insemination,Yes,Regular cleaning,No,Traditional,No,Define calving season,Yes,Other entrepreneurs,No,,Acceptable,Substantial restructuring,Advantageous,Yes,,,,,Less Frequent,Medium,,No,Yes,,,Once per year,Dairy production,Sometimes,,,,,,0,5,30,960,1200,Neighbour,Seller,240,90,No,,1200,1200,1300000,Three meals,0,Low food insecure,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Private buyers,No,,,,,,,Yes,.5,Yes,Yes,,150000,4.5,.75,,Yes,Yes,,,Yes,,,50000,,No,,,,,Slightly constrained,No constraints,No constraints,Severely constrained,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,Slightly constrained,Somewhat constrained,No constraints,Severely constrained,No constraints,Slightly constrained,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,Slightly constrained,Risk averse,Agree,Improved Breed,1,0,1200,Primary education,4.2484951,3.9120231,37000,160000,11.982929,10.518673,Yes,Yes,42,1,Yes,No,either,0,No,2,24000,No,No,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,5.521461,1.3862944,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,250,5.521461,5.521461,120000,11.695247,12000,2,Neutral,2326.2766,871.51971
223,ashira,Female,Spouse,4,75,Chagga,HH & HM,Yes,Primary school,48,Yes,1,700000,0,27000,,,1080000,Yes,1.5,Animal keeping,Yes,Yes,,,Yes,1,Within the village,By foot,0,Owned it already,,,,,No,,,More wet,More fertile,No,,,42,Yes,No,Yes,No,,,,,,,,,30,2,1,30,3,1,,,,1,1,280,0,0,120000,2,,0,12000,0,0,,No,No,,Natural,Yes,Regular cleaning,No,Traditional,No,Define calving season,Yes,Friends,No,,Wise,Substantial restructuring,Advantageous,Yes,,,,,Less Frequent,Medium,,No,No,,,,,,,,,,,,3.5,30,900,1200,Neighbour,Seller,360,60,No,,1260,1260,1000000,Three meals,0,Low food insecure,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Private buyers,No,,,,,,,Yes,1,Yes,Yes,,150000,4,.75,,Yes,Yes,,,,,,,,No,,,,,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,No constraints,Severely constrained,No constraints,Severely constrained,No constraints,No constraints,Somewhat constrained,No constraints,No constraints,Severely constrained,Severely constrained,Somewhat constrained,Risk averse,Disagree,Local Breed,0,0,1260,Primary education,4.3174882,3.871201,0,120000,11.695247,,No,No,42,1,No,No,either,0,No,4,12000,No,No,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,5.6347895,.69314718,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,280,5.6347895,5.6347895,143000,11.8706,27000,3,Agree,1216.0419,854.34644
224,ashira,Female,Head,3,67,Chagga,HH,Yes,Primary school,35,Yes,3,2300000,620000,70000,,720000,2976000,Yes,2.5,Animal keeping,Yes,,,Yes,Yes,3,Within the village,By foot,0,Owned it already,,,,,No,,,More wet,More fertile,No,,,42.5,Yes,Yes,Yes,Yes,30,4,1,2000,,,,,,,,30,3,1,,,,2,3,840,0,0,540000,15,,2,50000,45000,25000,720000,No,Yes,,Artificial insemination,Yes,Regular cleaning,Yes,Traditional,Yes,keep cattle health,Yes,Veterinary doctors,Yes,Training programs,Acceptable,Substantial restructuring,Improve profitability,Yes,Yes,Yes,Yes,Would adopt,Less Frequent,Medium,,Yes,No,,,Several times per month,Dairy production,Mostly,,,,,,0,17,30,3720,800,Contractor,Buyer,360,135,No,,1360,4080,1100000,Three meals,0,Not food insecure,Yes,6,,Yes,,,Verbal,,No,,,Yes,Yes,,,,Yes,,Yes,,Yes,,,,Residence,Yes,,,,,,Market information,Yes,No,,No,,,Yes,Contractors,No,,,,,,,Yes,1.5,Yes,Yes,Yes,450000,7,1,3,Yes,Yes,Yes,Yes,Yes,,360000,200000,,No,,,,,Slightly constrained,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,Slightly constrained,Somewhat constrained,No constraints,Somewhat constrained,No constraints,Slightly constrained,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,No constraints,Risk seeking,Strongly agree,Improved Breed,1,0,4080,Primary education,4.2046928,3.5553482,70000,540000,13.199325,11.156251,Yes,Yes,42.5,3,Yes,Yes,both,720000,Yes,3,50000,No,Yes,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,6.7334018,2.7080503,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,840,6.7334018,6.7334018,620000,13.337475,15000,2,Neutral,3514.9446,3901.9695
225,ashira,Female,Spouse,5,58,Chagga,HH & HM,Yes,Post secondary education,27,Yes,4,3400000,700000,100000,,960000,6340000,Yes,1.75,Animal keeping,Yes,,,,Yes,4,Within the village,By foot,0,Owned it already,,,,,No,,,About the same,About the same,No,,,42,Yes,Yes,Yes,No,30,4,1,2666,,,,,,,,30,2,1,,,,5,6,1890,0,15000,810000,24,,3,144000,50000,50000,960000,No,Yes,,Artificial insemination,Yes,Regular cleaning,Yes,Traditional,Yes,keep cattle health,Yes,Veterinary doctors,Yes,Training programs,Wise,Large effort in training/advice,Advantageous,Yes,Yes,Yes,Yes,Would adopt,Frequent,High,,Yes,No,,,Once per month,Dairy production,Always exactly,,,,,,0,23,30,6600,900,Contractor,Buyer,300,195,No,,1725,6900,1400000,Three meals,0,Not food insecure,Yes,5,,Yes,,,Verbal,,No,,,,Yes,,,,No,Did not accept quality,Yes,,Yes,,,,Residence,,,,Yes,,,Market information,Yes,No,,No,,,Yes,Contractors,No,,,,,,,Yes,.5,Yes,Yes,,50000,3,.3,,Yes,Yes,,,,,,,,No,,,,,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Slightly constrained,Severely constrained,No constraints,Somewhat constrained,No constraints,Somewhat constrained,No constraints,No constraints,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,Slightly constrained,Risk neutral,Agree,Improved Breed,1,0,6120,Secondary & above education,4.0604429,3.2958369,82000,555000,13.226724,11.314474,Yes,Yes,42,3,Yes,Yes,both,960000,Yes,5,144000,No,Yes,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,7.544332,3.1780539,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1890,7.544332,7.544332,700000,13.458836,12500,2,Neutral,5930.1533,5029.6733
226,ashira,Male,Head,2,29,Chagga,HH & HM,Yes,Advanced secondary school,5,Yes,2,2000000,440000,49000,,,2942000,Yes,1,Animal keeping,Yes,,,,Yes,2,Within the village,By foot,0,Owned it already,,,,,No,,,More wet,More fertile,Yes,River/stream,,42.5,Yes,Yes,Yes,No,,,,,,,,,30,2,1,30,3,1,,,,3,4,840,0,10000,480000,12,,2,72000,24000,25000,,15000,Yes,,Artificial insemination,Yes,Regular cleaning,Yes,Traditional,Yes,keep cattle health,Yes,Other entrepreneurs,Yes,Training programs,Wise,Substantial restructuring,Advantageous,Yes,,,Yes,Would adopt,Frequent,High,,Yes,No,,,Several times per month,Dairy production,Always exactly,,,,,,0,15,30,3240,800,Contractor,Buyer,360,140,No,,1800,3600,1200000,Three meals,0,Not food insecure,Yes,3,,Yes,,,Verbal,,No,,,Yes,Yes,,,,Yes,,Yes,,Yes,,Yes,,Residence,Yes,,,,,,Market information,Yes,No,,No,,,Yes,Contractors,No,,,,,,,No,,,,,,,,,,,,,,,,,,Yes,12,6,3800000,6300000,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,Slightly constrained,Somewhat constrained,No constraints,Somewhat constrained,No constraints,No constraints,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,No constraints,Risk seeking,Strongly agree,Improved Breed,1,0,3600,Secondary & above education,3.3672957,1.6094379,49000,480000,13.081541,10.799576,Yes,Yes,42.5,2,Yes,Yes,both,0,Yes,2,72000,Yes,No,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,6.7334018,2.4849067,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,840,6.7334018,6.7334018,440000,12.99453,12000,2,Neutral,2882.9458,2164.6462
227,ashira,Male,Head,4,48,Chagga,HH & HM,Yes,Post secondary education,10,Yes,2,2100000,480000,55000,,240000,4350000,Yes,1,Animal keeping,Yes,,,,Yes,2,Within the village,By foot,0,Owned it already,,,,,No,,,About the same,More fertile,Yes,River/stream,,43,Yes,Yes,Yes,Yes,4,5,1,5000,,,,,10,1,1,30,3,1,,,,3,3,840,0,0,540000,24,,2,144000,30000,25000,240000,10000,Yes,,Artificial insemination,Yes,Regular cleaning,Yes,Traditional,Yes,Implement crossbreeding,Yes,Other entrepreneurs,Yes,Training programs,Wise,Large effort in training/advice,Advantageous,No,Yes,Yes,Yes,Would adopt,Frequent,High,,Yes,No,,,Several times per month,Dairy production,Always exactly,,,,,,0,17,30,4500,900,Contractor,Buyer,600,135,No,,2550,5100,1500000,Three meals,0,Not food insecure,Yes,4,,Yes,,,Verbal,,No,,,Yes,Yes,,,,Yes,,Yes,,Yes,,,,Residence,Yes,,,,,,Market information,Yes,No,,No,,,Yes,Contractors,Yes,181,Central government,Yes,,Per month,750000,No,,,,,,,,,,,,,,,,,,No,,,,,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,No constraints,Slightly constrained,No constraints,Slightly constrained,No constraints,No constraints,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,No constraints,Risk seeking,Strongly agree,Improved Breed,1,0,5100,Secondary & above education,3.871201,2.3025851,55000,540000,13.199325,10.915089,Yes,Yes,43,2,Yes,Yes,both,240000,Yes,4,144000,Yes,Yes,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,6.7334018,3.1780539,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1120,7.0210838,7.0210838,480000,13.081541,15000,2,Neutral,3754.7849,2923.8721
228,ashira,Female,Spouse,4,75,Chagga,HH & HM,Yes,Primary school,53,Yes,1,700000,0,12000,,,2064000,Yes,1,Animal keeping,Yes,,,,Yes,1,Within the village,By foot,0,Owned it already,,,,,No,,,About the same,More fertile,No,,,43,Yes,No,Yes,No,,,,,,,,,,,,30,4,1,,,,2,2,140,0,0,50000,2,,2,12000,12000,0,,No,No,,Natural,No,Regular cleaning,No,Traditional,No,Define calving season,Yes,Other entrepreneurs,No,,Wise,Substantial restructuring,Advantageous,Yes,,,,,Less Frequent,Medium,,No,Yes,,,Once per year,Dairy production,Sometimes,,,,,,0,3,30,720,1200,Neighbour,Seller,360,90,No,,1080,1080,800000,Three meals,0,Low food insecure,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Private buyers,No,,,,,,,Yes,.25,Yes,Yes,,,1,1.13,,Yes,Yes,,,,,,,,No,,,,,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,Slightly constrained,Somewhat constrained,No constraints,Somewhat constrained,No constraints,Slightly constrained,Slightly constrained,Slightly constrained,Slightly constrained,No constraints,Severely constrained,No constraints,Risk averse,Disagree,Local Breed,1,0,1080,Primary education,4.3174882,3.9702919,12000,50000,10.819778,9.392662,Yes,Yes,43,1,No,No,non,0,No,4,12000,No,No,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,4.9416423,.69314718,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,760,6.6333184,6.6333184,87000,11.373663,12000,2,Neutral,1953.5231,1371.7216
229,ashira,Male,Head,3,82,Chagga,HH & HM,Yes,Primary school,55,Yes,1,600000,0,17000,,,1364000,Yes,3,Animal keeping,Yes,Yes,,,Yes,1,Within the village,By foot,0,Owned it already,,,,,No,,,About the same,More fertile,No,,,43,Yes,No,Yes,No,,,,,,,,,30,2,1,30,3,1,,,,2,2,280,0,0,160000,8,,0,48000,7000,0,,No,No,,Natural,No,Regular cleaning,No,Traditional,Yes,keep cattle health,Yes,Relatives,No,,Wise,Large effort in training/advice,Advantageous,Yes,,,,Would adopt,Never,Medium,,No,Yes,,,Once per year,Dairy production,Sometimes,,,,,,0,2.5,30,720,1200,Neighbour,Seller,180,75,No,,900,900,700000,Three meals,0,Not food insecure,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Private buyers,No,,,,,,,Yes,.5,Yes,Yes,,,1.5,.5,,Yes,Yes,,,,,,,,No,,,,,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,Slightly constrained,Somewhat constrained,No constraints,Somewhat constrained,Slightly constrained,Slightly constrained,Slightly constrained,Slightly constrained,Slightly constrained,Severely constrained,Severely constrained,Somewhat constrained,Risk neutral,Disagree,Local Breed,1,0,900,Primary education,4.4067192,4.0073333,17000,160000,11.982929,9.7409687,Yes,Yes,43,1,No,No,non,0,No,3,48000,No,No,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,5.6347895,2.0794415,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,280,5.6347895,5.6347895,75000,11.225244,17000,2,Neutral,959.23889,933.18445
